Top 100 Authorities by HITS
45, 0.037705546134
14, 0.0138902765316
10, 0.0132071052886
44, 0.0108309211353
55, 0.0107351411944
11, 0.0103706903164
117, 0.00997882305912
16, 0.00934661155076
24, 0.00922198340064
6, 0.00913662947517
80, 0.00869123503766
122, 0.00865474110154
76, 0.00771424082914
0, 0.00741632135868
32, 0.00697059919423
22, 0.00694612957798
109, 0.00671365998432
23, 0.00662988747159
156, 0.00651195725311
35, 0.00620764591511
9, 0.00619742976794
153, 0.005784397549
18, 0.00564996165269
33, 0.00548546336938
64, 0.00544807731571
47, 0.00544142013081
172, 0.00541624202424
180, 0.0054050920646
265, 0.00530692745274
116, 0.00530397641183
51, 0.00528767659313
329, 0.00528550887551
105, 0.00497975553956
119, 0.00497475709174
133, 0.00483395788829
96, 0.00482281013256
387, 0.00476642826872
27, 0.00473447796672
30, 0.00465984272896
426, 0.00461935367773
104, 0.00451128231844
214, 0.004457072303
13, 0.00435528116326
284, 0.0043511804757
112, 0.00430217949571
120, 0.00430189910666
34, 0.00423523136058
50, 0.00422536532261
267, 0.00408948245365
155, 0.00394701601768
805, 0.0039185088987
225, 0.00390495771812
224, 0.00389835166299
229, 0.00388421836505
377, 0.00387040212858
2, 0.0038672370153
89, 0.00385868577275
251, 0.0038569469759
129, 0.0038431025312
113, 0.00378529544062
168, 0.00374950547372
539, 0.00374522512593
584, 0.00373826538808
392, 0.00372737485327
447, 0.00368062075214
174, 0.00367416850204
565, 0.00366950936754
81, 0.0036343128016
204, 0.00356577377343
167, 0.0035614155301
15, 0.00353738127113
182, 0.00353106354008
66, 0.00352026592512
1, 0.003508857406
281, 0.00349999592596
339, 0.00349884458875
169, 0.00346894554292
19, 0.00346483402879
99, 0.00346067732084
545, 0.00345804477314
179, 0.00343195751062
126, 0.00342566983742
166, 0.00341554626734
8, 0.00337410721001
176, 0.00333096059135
420, 0.00332708446452
114, 0.00329945924998
295, 0.00329288059008
623, 0.00329242705564
527, 0.00326940809774
31, 0.00326833783484
128, 0.0032585580261
282, 0.00323604915291
184, 0.00323301540552
475, 0.00319699209722
46, 0.00316187461055
299, 0.00313409824096
547, 0.00311668626268
635, 0.00310644561665
296, 0.00305223398291
