node betweenness
45 0.282716488179
11 0.0596520682544
10 0.0584704225362
14 0.0560344916848
117 0.0466545927996
16 0.0433978430832
55 0.0421920423808
0 0.0378824098414
6 0.0373484214657
44 0.0345180237281
122 0.0305439985545
33 0.028091623014
13 0.0267536607286
156 0.0253418878815
172 0.0252847581019
32 0.0242822577047
35 0.0225654838838
22 0.021058820755
176 0.0208890387459
329 0.0190689054234
